"","X1","Heading","Text","Rating","Time"
"100",100,"Quick when connected to 5G","Great phone! Easy to adapt to the new screen with no home button.",5,2020-02-28 21:56:00
"101",101,"Works great. Easy to figure out.","Going  from an iphone 6, I thought it would be difficult to learn the 11. Didn't take too long. It's way faster and has a lot more storage. 

I recommend this phone!",5,2020-01-05 09:02:00
"102",102,"Love the phone!","What more can I say, camera is awesome.  Larger screen than the old iPhone 7 is a huge plus.",5,2020-02-14 16:04:00
"103",103,"The camera is awesome!!!","This will be my fourth Apple phone and this by far is the best!",5,2020-02-29 14:10:00
"104",104,"Great phone","Debating over the three new 11 models and if it was worth it or not for me to pay the extra money for the best model or settle for the least expensive. I went with the least expensive and I’m completely satisfied. Who needs 3 lenses? Besides, I upgraded from a 7 so to me this phone is amazing",5,2019-10-25 20:43:00
"105",105,"Love it has great camera and beautiful lighting","I love the new IP11 this is my 1st time owning an IP and im in love with it. everything is a the tips of your finger love the bright colors and the camera is awsome i love taking pictures at night and love using all the fitures that the camera has to offer.",5,2019-11-12 15:14:00
"106",106,"Great Buy","Apple is the only way to go. First, I love the phone and like any new product finding new things about it everyday.
The color, purple which is actually a light lavender is very soft and pretty.
Lastly, Apple gave me a great swap price for my iPhone 7s, which allowed me to purchase the new I phone 11.",5,2019-10-18 15:48:00
"107",107,"Awesome","It's a great replacement for my iPhone 8 Plus.  Smaller size overall, but the screen is bigger than the 8.",5,2020-02-03 10:41:00
"108",108,"I am in love!!!!","This phone is amazing!!! I went from the 6s to this. I
Love the bigger screen and the phone call quality is amazing. Face ID makes things so nice even in the dark ;) I am glad I made this purchase.",5,2019-12-13 22:14:00
"109",109,"Powerful, Mysterious, Comples phone","Since I don't know how to go in and perform all my own settings and don't understand even 1/3 of the functions or the terminology, I'm not a great one to give a review.  I had to upgrade and was SOLD on the camera part: Wow, do I need Help!  Nothing seems intuitive to me at all.  I wish there was an actual CLASS I could attend that would be a systematic way to learn how to operate this powerful tool.  People who have grown up with all kinds of technology since they were babies would not have this much trouble I'm sure.",4,2019-10-22 23:44:00
"110",110,"great phone","paul was excellent,couteous, polite took time with me- answered all questions-an asset to best buy-!!
very good customer service-maybe the best experience I've had at best buy!",5,2019-12-21 08:13:00
"111",111,"Good upgrade!","Awesome upgrade over the iPhone 7. Takes a minute to get used to no home screen but then it’s all good.",5,2020-02-01 06:08:00
"112",112,"Great phone","Purchased this IPhone at Best Buy after getting no help at the local Verizon store.  So helpful and quick. The phone works well.",5,2020-01-16 11:25:00
"113",113,"Big","Phone(iPhone 11) is good but I wouldn’t call it a quantum leap from my old iPhone 7.That one was down to to 2hrs per charge and the new one lasts all day.Wish tha 11 was smaller",4,2020-02-21 19:52:00
"114",114,"A good phone","A step down from the 11 max, but a nice upgrade from my old iPhone 8.",5,2020-02-19 20:29:00
"115",115,"Love iPhone","We have had iPhone since they first came out love the new iPhone 11 upgrading through Best Buy was easy",5,2020-01-30 12:22:00
"116",116,"love my iPhone","I have had an iPhone since the 4 and usually skip on model. went with the 11 because of the newer chip. it is bigger than my 8 which is bad for my pocket. Got the 128GB because it was only $50 more the the 64GB.",5,2019-11-27 09:58:00
"117",117,"love my iPhones","I have had an iPhone since the 4 and usually skip on model. went with the 11 because of the newer chip. it is bigger than my 8 which is bad for my pocket. Got the 128GB because it was only $50 more the the 64GB.",5,2019-11-27 09:53:00
"118",118,"Not a bad iPhone, but nothing revolutionary","Comparing this iPhone to an S9 was interesting.  I haven't used an iPhone since the 6S, which I loved.  And the 11 doesn't seem to be any different.  Apple really hasn't changed a whole lot in the past 5 years and the interface now just seems plain to me after having a S9.",4,2020-01-12 10:37:00
"119",119,"Love the face recognition","I went from an iPhone 6s to an 11. Love my new phone.  I shopped around for the best deal and   Best Buy was it. I did not have to turn my old phone in unless I wanted more money off the price.",5,2019-12-07 07:04:00
"120",120,"If you love iPhones then you will buy this anyway","I went with an iPhone 11 instead of a pro simply because I didn’t want to pay the extra money. I love the phone and it’s a nice upgrade over my iPhone 8 Plus.",5,2019-12-27 15:47:00
"121",121,"Only place to buy a phone is at Best Buy","Great phone much faster than my iPhone 7.  Best Buy was excellent to work with.  I am telling everyone that if they are going to buy a phone go to Best Buy.",5,2019-12-28 15:47:00
"122",122,"Great service.  Couldnt transfer sim card though","Quick delivery and easy set up. Phone works well. Delivery as promised.  No problem with verizon.  Wished we could have transferred our sim card",5,2020-01-04 08:07:00
"123",123,"Still learning!","Had for 1 month and starting to feel more comfortable with use.",5,2020-02-21 16:08:00
"124",124,"Xmas present!","Just started using it . The 64 kb  does all that we need to do and then some! Key board is a little small to type on for us older folks but does the trick.",5,2019-12-28 11:50:00
"125",125,"Great upgrade phone","Purchased phone for one of my children. Traded in an iPhone 8 Plus for the iPhone 11.The upgrade was phenomenal. If you are into apple iPhones this is a must have.",5,2019-12-23 17:04:00
"126",126,"Great phone and good upgrade from iPhone 8","Love the phone and overall upgrade from iPhone 8. And like the free music and Disney plus that was offered with it through Verizon.",5,2020-01-10 22:27:00
